id,vader_neg,vader_neu,vader_pos,vader_compound,name,rating,verified,date,title,body,like,dislike
169,0.057,0.862,0.081,0.5015,Kfmlg,3,False,26/02/2023,Coating peels off after 1 use,"I work 12 hour shifts so i thought that this tumbler is the perfect size to keep me hydrated. I received it 3 days ago and I initially loved the non-slip feel of the soft matte coating. However, I used it for the first time and the coating on the bottom already chipped off just from being on the car cup holder. For the price of this product, I am very disappointed. I'm not sure if I can even return it or if it's covered by warranty now that the product is “used”.",0,0
170,0.042,0.838,0.121,0.6596,TamaraB,2,False,29/04/2023,Don't buy soft matte finish,"We bought two Stanley cups 40 oz. Paid extra for the soft matte finish. This is what it looked like after two months use. Very disappointed in the quality of the finish. I read the reviews inside to give it a chance thinking maybe I will get some good ones bed if you regularly uses this is what you should expect with a soft matte finish. Do not buy soft matte finish. Otherwise, holds beverage temps well!",0,0
171,0.124,0.816,0.06,-0.5136,TimV,3,False,25/02/2023,Finish is Disappointing,"If I had to purchase again I would not pick a soft matte finish. It looks almost used or dirty after shipping in the thin, flimsy box it came in. Seems to be in functional condition, but very disappointed in the finish. Photos don't convey condition very well.",0,0
172,0.115,0.848,0.037,-0.8261,Aubdeen,3,False,17/02/2023,"Good cup, bad cosmetic quality","As far as the effectiveness of the cup, it's fantastic. Keeps water and ice cold for over 24 hours and fits in almost all cup holders which makes it so portable. However, this matte version is not great. I have had mine for less than a month and have barely taken it outside of my house, and the coating has already began to chip in many places. The bottom got so bad already I had to get a cover for it. Very disappointing considering it is more expensive for less quality.",0,0
173,0.0,0.937,0.063,0.8303,KMoldenhauer,5,False,05/12/2022,My new go-to cup!,"[This review was collected as part of a promotion.] I absolutely love this tumbler. I have quite a collection at home already, but this has become my go-to for home and when I'm at my desk at work. I live and work in Colorado, and its DRY on my side of the Continental Divide. So, I really try to drink lots of water during the day. Normally I aim to refill my usual 32oz tumbler three times or so, but I often fall short. Enter this tumbler WITH STRAW!! It might be something psychological, but I find myself drinking more water throughout the day. There is also an option for you to drink straight from the lid, or seal the hole. The sealing on the drinking hole isn't perfect... but then, what is? The lid overall actually seals really well and I ...",0,0
174,0.08,0.632,0.288,0.975,DeborahW,5,False,27/03/2023,What a great Tumbler!,"What a great Tumbler! I love the matte finish (mine is Stormy Sea), and the 40oz tumbler makes sure you're set for a while. I especially LOVE the handle (my YETI is fab, but a bit difficult to hold easily with small hands), and LOVE the ease with which it fits into a cup holder. All around, it's simply a great product. My only (semi-) complaint is how the lid tightens -- I can't get the straw to stop in exactly the right place just yet, but I'll keep trying!",0,0
175,0.022,0.725,0.253,0.9749,RachelP,5,False,14/03/2023,New Favorite Cup,"Love the Soft Matte finish, it feels great! The lid sealing is a game changer! This comes in handy when I have my hands full and my cup tilts sideways while I'm trying to open doors, wrangle children, etc. The straw is not too chunky or wide, and I love that the lid/straw are no longer completely clear. This makes it easy to keep looking clean! Overall my favorite cup by far. Can't wait for more colors to come out in this cup!",0,0
176,0.0,0.93,0.07,0.3964,Caseyjaven,1,False,26/12/2022,Peeling after first use,Bought this as a Christmas present to myself. Used for the first time yesterday and loved it. Washed (by hand) for the first time today. Flipped over to dry and noticed bottom is ALREADY peeling. I could see this with frequent use but it was once and I didn't even leave my house yesterday.,0,0
177,0.171,0.723,0.105,-0.743,KedraR,3,False,27/06/2023,Great but Room for Improvement,"I use it all the time, love the capacity and how long it keeps things cold. Love how it fits into in my cup holder. But the bottom covering coming off looks bad and I have only had it for 3 months. Also, the screw on the bottom of the handle had metal burrs that cut open my finger and my cousin's which just seemed like a bad design.",0,0
178,0.05,0.793,0.158,0.7884,ErinS,3,False,30/01/2023,Love it but scratches easily,"I really do love this tumbler I have it in the color dune. It does everything it says and I love the way the matte feels. However, you need to be very careful with it or it will scratch and the matte coating will come off. This color is sold out now so I will keep it but I am  disappointed in how easy the scratch happened. Be careful of the cup holder you put it in.",0,0
179,0.137,0.77,0.094,-0.7812,NatalieS,3,False,14/01/2023,Love the cup & color but damages easily,"I just got my Stanley tumbler in the matte dune color and absolutely fell in love. So I felt like it was worth spending $50 for. But unfortunately it already has a chip/nick in it and it's been less than a week. I use it all day everyday but do not take it anywhere and am extremely careful with it. Not even allowing my husband or adult son to touch it 🤣 so for it to chip already, I'm extremely sad & disappointed 😔",0,0
180,0.074,0.894,0.032,-0.5351,Krystinav,3,False,05/12/2022,Dune tumbler discoloring on handle and lid,"Was so excited to use this tumbler but when I received it, the handle and and the lid swivel were different colors than the tumbler itself. I purchased the color dune, the tumbler itself is the right color but the handle and swivel lid are a light pink color. It's just disappointing since it's an expensive tumbler.",0,0
181,0.0,0.857,0.143,0.957,Vero,5,False,05/12/2022,I get the hype!,"[This review was collected as part of a promotion.] I have heard about these tumblers for so long from friends and family as well as all over social media. I was excited to be gifted one to review honestly. And I totally get it now!

I loved the size of the tumbler. It was large enough to hold a good amount of water without having to constantly refill, but not too large where it was cumbersome and heavy. I used to carry around plastic disposable water bottles and it was just wasteful. Now, I can fit more than two plastic water bottles in this tumbler and not generate so much trash. 

Everything stays cold for hours and hours! I can have ice in this tumbler for almost a full day. The handle made it so easy to carry around. I was more likely ...",0,0
182,0.094,0.84,0.066,-0.1027,Kelsey,1,False,23/03/2023,Chipped,I purchased this a few months ago and have only used it a hand full of times and the soft matte has chipped in multiple places. I don't consider myself to be tough with the product and it looks terrible. Cannot return or get ahold of customer service.,0,0
183,0.0,0.731,0.269,0.9639,Camee,5,False,22/02/2023,Perfect for every day,I love this cup! I'll put ice in it at night and it will still be there the next morning and last throughout the day. It isn't necessarily spill proof but it does a pretty good job. I got eucalyptus green and the color is so beautiful. Even fits in the cup holders at the gym.,0,0
184,0.051,0.817,0.132,0.9212,SWANKY84,5,False,06/12/2022,The Best Tumbler I've Used!,"[This review was collected as part of a promotion.] I've had this tumbler for about a month now and I've got to say, I'm having a hard time finding things I don't like about it. It has become a part of my daily routine and having it with me while I work and play has helped me drink more water and stay hydrated. It fits easily in my truck's cupholder and goes with me everywhere.

I think my favorite feature of the quencher is the rubberized finish. It feels secure in my hand and isn't like anything I've seen before on other tumblers. As a guy, I think the rust red color is more appealing than some of the colors previous quenchers have come in. Despite it's large size, it felt comfortable to carry around in hand, almost like a cup of coffee.
...",0,0
185,0.036,0.811,0.153,0.95,SenoraG,4,False,03/12/2022,Great Teacher Gift,"[This review was collected as part of a promotion.] Thank you to the Stellar Product Testing Panel for providing this 40 oz soft touch quencher for me to try. There are many things I really like about this tumbler. First, the color and finish are beautiful! I love the matte, soft touch finish- it somehow makes a tumbler feel luxurious. I also appreciate the versatility with the adjustable lid for sipping through a straw or drinking from the lid. I prefer the straw because I have only used the tumbler for cold beverages so far. The insulation is good and keeps drinks cold for hours. A huge selling feature for me is that this tumbler can go in the dishwasher! 

The only negative comment I can make about the tumbler is the exaggerated size. Fo...",0,0
186,0.089,0.665,0.247,0.9076,Christinn,4,False,19/04/2023,"Great design, large handle, easy to clean, flaking off and peeling matte finish","Love the shape of this cup and the nice large handle. It's designed well and easy to clean, I hand wash it. Only downside is the matte finish is peeling and chipping off. I reached out to warranty services so I'm not sure what they will say. Unless they update this healing chipping problem, I probably won't buy the matte version again, just a regular color",0,0
187,0.043,0.784,0.173,0.8519,MaybreeM,2,False,06/05/2023,Not as good as everyone says,I love Stanley and the regular one is great I have used my sisters but I have littlest dropped mine once and look how beat up it is I wouldn't get the soft matte if you want a good looking cup I even tried to get my lifetime warranty and it would not let me do it so I would not get this one I have only had mine for 2 months and it looks like crap,0,0
188,0.0,0.81,0.19,0.9833,Annie,5,False,07/12/2022,Absolutely love my Stanley quencher!,"[This review was collected as part of a promotion.] If you're looking for a high capacity water bottle that's easy to clean, fits in your car cup holders and just looks and feels great in your hand, the Stanley soft touch 40oz quencher is it. I'm a stay at home mom and spend a lot of time in the car taking my kids to and from school, activities and etc. The quencher transitions perfectly from an at home water tumbler to an on the go solution. The handle is large and easy to carry and the rubber around the straw keeps it from spilling easily. I could put ice in my water before bed and it would still be completely frozen in the morning. And my favorite part? It doesn't have to be hand washed. As a busy mom, the fact that I can put it in the d...",0,0
189,0.059,0.794,0.147,0.6369,Matty,3,False,07/12/2022,Matte Finish Peeling,"Love the cup, however this matte finish is horrible. Since its more of a ""skin"" over the cup, it has started peeling off the cup itself. I typically hand wash my cup too, so the peeling is not a product of the dishwasher. I suggest getting a different color/finish if you want to get this cup.",0,0
190,0.017,0.796,0.187,0.9347,CourtneyT,5,False,17/01/2023,"Run it over, it still works.","This is the best cup I have ever had! I only need to drink 3 of them to hit my water goal. It's a constant conversation starter, I probably advertise it a few times a day to strangers! Heck, I ran over it with my Toyota Tundra and there are two extremely small dents!! Im still going to use it because it still looks great, just a little tough love!!!",0,0
191,0.03,0.809,0.16,0.8588,WhytneyP,5,False,27/02/2023,Game changer,I have owned every tumbler on the market and to be honest I'm mind blown at how amazingly awesome this one is. The softness actually made me use this one and order more exactly Ike it. I have also quit drinking diet coke bc how easy it was to keep water cold and ice all day long no matter how many times I refill it at work.,0,0
192,0.0,0.685,0.315,0.9545,JaniceO,5,False,27/01/2023,Best Ever!,I love this container. Favorite parts are the handle and 3 ways to drink from it. Bought one for my husband and daughter for Christmas. We all love how they easily fit into car cup holder. I have mine with me always and it has increased my water consumption.,0,0
193,0.126,0.825,0.049,-0.6281,GDShulz,3,False,08/04/2023,Good cup. Not a fan of the Soft Matte,I love my Stanley but I cannot help but be very dissatisfied with the quality of the “Soft Matte” I got my cup 3 weeks ago and pieces are already chipping off. I only take this cup to work and it's never been dropped. For the price I don't see  myself buying another.,0,0
194,0.042,0.908,0.049,0.1116,MakaylaL,1,False,02/05/2023,Soft Matte not worth it,"The soft matte has been flaking/bubbling off. The bottom I can understand from setting it down… but on the sides it's literally just bubbling or flaking off. I use this everyday, but haven't had it very long. Some normal wear and tear is expected, but I don't feel like I should be afraid to use something because it's going to easily fall apart.",0,0
195,0.0,0.817,0.183,0.9628,JacieO,4,False,01/02/2023,Love it flaws and all,"I really want to give this cup 5 stars but Stanley there is still room for improvement. I love this cup and the color. However, I feel y'all need to take time and evaluate how to protect/prevent wear and tear. I bought this cup for the color and use it daily while being conscious of other reviews about chipping. Even though i handle it with care it still shows multiple spots of chipping. And will have to buy a silicone boot to protect it. Which takes away from the durable the tumbler is supposed to be.",0,0
196,0.0,0.842,0.158,0.9734,EmilyB,5,False,03/12/2022,Great upgrades made to an already awesome product!,"[This review was collected as part of a promotion.] The Stanley 40 oz soft touch Quencher has several notable upgrades from the standard 40oz Quencher I purchased this summer. The Soft Matte finish is grippy without being tough to get out of cup holders and the fact that it's still dishwasher safe is a huge plus in our busy life with a toddler. The handle grip is also a great addition to an already top-of-the-line product and I love the red rust color. One of my favorite features is the FlowState lid that kept my beverage at bay whether it was being shared by my little one, or tucked into the side of my diaper bag on the way to the park. I also love that I could rely on this tumbler to keep my water cold and my ice in tact all day long, eve...",0,0
197,0.073,0.728,0.199,0.9185,JenniferQ,3,False,17/05/2023,Chips easily-not worth the money!,I waited for the purple color and was so excited to get it and I've loved it for 3 whole days until now. I've had it out of the package for 3 days and there's already a chip in the “rubber” from normal wear and tear. I can't imagine what would happen if I dropped it- definitely not worth the money or the wait. I love my other non- soft matte one. I've had it for 6 months and haven't experienced a problem like this. Definitely disappointed.,0,0
198,0.016,0.758,0.226,0.9866,Lindsay,5,False,09/12/2022,The best everyday drink tumbler,"[This review was collected as part of a promotion.] I received the 40oz soft touch quencher as part of the Stellar Product Testing Panel. I'm pretty picky when it comes to my drink cups so I was skeptical at first. I will start off my saying that this tumbler is by FAR my absolute favorite tumbler I've ever owned. I use it every single day and enjoy taking it with me on the go. It fits perfectly in any cars cup holder and easy to carry with the large handle and slip free soft touch exterior. The tumbler is very easy to clean and the soft touch exterior stays clean as well as scuff free. Working in the medical field, I regularly work long shifts (12+ hours) and this 40oz. tumbler keeps my drinks ice cold for the duration! Definitely one of t...",0,0
199,0.125,0.668,0.207,0.7088,madisonM,3,False,01/11/2022,"Great cup, bummed this is happening","I was super excited to receive my first Stanley cup based off how highly these cups were recommended. The matte finish is gorgeous and I have no complaints about the cup other than me noticing, not even a week into me using it, the matte finish is chipping off. Bummer!",0,0
200,0.062,0.808,0.13,0.7469,FeliceD,2,False,26/02/2023,Peeling after 2 months,This is unfortunate because I love my Stanley but I've only had it a short time and the color coating is peeling off on the bottom and I'm worried it will start peeling up the sides. I only ever hand wash it and it just sits on my desk. I feel like for this price it should last longer than 2 months. My husband has the other material and his looks brand new.,0,0
201,0.077,0.853,0.071,-0.1496,LosAngeles,1,False,09/04/2023,Extremely disappointed,"Extremely disappointed. The cup started chipping within the first week. The bottom has completely chipped off now and I only have the cup 1.5 months. I use the cup at work to drink water and I have an office job. I contacted customer service and they seemed unbothered. They offered me a few discontinued colors as a replacement, but never shipped them (been a month since I reached out to complaint). The cup itself is lovely, and keeps the liquid hot and cold but the material the outside is made of is really bad.",0,0
202,0.102,0.756,0.142,0.6129,HaleyN,1,False,31/01/2023,Not worth the $$$,"The matte material is made of thin, fragile silicone that rids the tumbler of its durability. It's smooth and nice, but definitely not worth the price. Stick to the hard finish Stanley's if you want to get any use out of it before it becomes visibly damaged. Very easily scraped down to the metal underneath the matte material, mine did so before first use. Not practical for daily use. I can't look at it without wanting to puke at the price for such low quality.",0,0
203,0.064,0.803,0.133,0.9,KatieM,5,False,03/12/2022,Hydrations,"[This review was collected as part of a promotion.] I was skeptical about the 40 oz size and the soft touch matte texture of the cup, but I was pleasantly surprised!  It's actually not too big and hits in the cup holders in my car (key for longer road trips).  I found myself downing 40oz quickly and refilling it at least 3 times per day!  That was a huge increase in my daily water intake and I feel so much better having all the hydrations!!  The Soft touch finish does not collect any hair or dust like I originally thought it would, has ZERO sweating or condensation on the outside, and doesn't feel super cold to touch!  I can curl up in my blanket to binge watch shows with my cup in my lap and it doesn't feel super cold or get my blanket wet...",0,0
204,0.022,0.804,0.174,0.9695,Taylor,5,False,03/12/2022,My husband asked if I love him as much as my Stanley 40 oz soft touch quencher!,"[This review was collected as part of a promotion.] I have used this 40oz soft touch quencher everyday, all day, for the last month and I couldn't love it more! I have never had a cup with matte finish before now; it feels great, protects the color from chipping and scratching, and provides a secure grip! 
While managing my busy day I have to have ice cold water and this definitely holds up to the task! I was pleasantly surprised when I had refreshing cold water to drink at the end of the work day using this cup. I tested it out and still had ice in my Stanley cup after sitting overnight in my kitchen as well, showing how great it does hold temperature! 
The large size allows me to take this quencher for work and not worry about filling up ...",0,0
205,0.102,0.798,0.1,-0.0525,TrinaO,2,False,07/02/2023,Not great,It's pretty but my Ice was melted by the next morining. Was very excited to use my cup but have to say I'm not sure this is made of stainless steel. I put ice and water in my cup before bed and when I woke up the ice had already melted. Filled it up again for the day just with cold water and by 12 my water is warm. Idk but disappointed.,0,0
206,0.046,0.892,0.062,0.2732,EricaG,3,False,25/12/2022,"Amazing, but also not","I love almost everything about this tumbler. It's 40 oz, fits in a cup holder, doesn't spill, keeps things cold for hours, and has a straw option. My frustration is that I've had this tumbler for less than 2 months and the paint is already chipping. I haven't dropped it, I've put it in the dishwasher only a handful of times, I don't think it should be chipping already.",0,0
207,0.11,0.742,0.148,0.584,Jackie,1,False,12/04/2023,Defective cup?,Unfortunately I am really disappointed in my cup! I have had my tumbler a little over a month and the soft matte is already peeling off. I am not hard on my cup and I hand wash only. Maybe the 40 Oz that is not soft matte will hold up better !? I would probably go with that option! See attached pictures. As far as the functionality I love the size and how it keeps your drink the desired temp. Just really disappointed a cup this expensive is already falling apart.,0,0
208,0.066,0.816,0.118,0.2615,MitchellN,4,False,12/01/2023,"Good tumbler, Bad finish.","Tumbler works really well. Keeps things hot and cold. 

The finish looks nice but isnt very strong. Im not rough with my Tumbler but its finish is already ripping from pulling in and out of cup holders... now I need to figure out how to fix it so the issue doesnt get worse.",0,0
209,0.01,0.843,0.147,0.9562,Megan,5,False,04/12/2022,Drink More Water: Achievement Unlocked!,"[This review was collected as part of a promotion.] I'm an active, on-the-go, works from home person. Staying hydrated is important to me, but the busy day often gets away and before I know it it's noon and I haven't reached for a glass of water yet. 

The Stanley 40oz Tumbler helped in always keeping water nearby due to the size and wide drinking straw. I noticed a significant improvement in my hydration! The burnt sienna color is perfect for fall and I received plenty of compliments when it was on my desk during video calls. 

The large size did lead to a challenge to find room for it on my desk. I ended up keeping it to the side, but it would sometimes interfere with viewing my computer monitor. The lid is a smoky grey color which is a g...",0,0
210,0.02,0.766,0.214,0.9666,VeronicaS,5,False,01/03/2023,my Stanley gives off #BossVibes while keeping you hydrated all day !,"It is sturdy, keeps water or 2 full canned drinks w Ice cold for hours, it's beautiful easy to clean and the texture is a soft matte that sometimes I find myself just petting it if I take it to the movie and pour my soft drink in hahaha the soft matte is the way to go if you want to feel luxurious  holding your water lol no one tells me I can't bring my drink in anywhere when they see the high value “Stanley” Lion emblem and name in love with it I am getting one for my sister too❤️",0,0
211,0.0,0.764,0.236,0.9755,Madi,5,False,06/12/2022,Very Convenient,"[This review was collected as part of a promotion.] I received this product as a part of the Stellar Product Testing Panel, and I am so grateful for it. This cup is so convenient. I drink a lot of water throughout the day and I love that I don't have to keep filling it up, and it keeps my drink cold. I also love that it will fit perfectly into the cupholder so I can take it on the go. It is also a sleek design and I love the feel of it.",0,0
212,0.093,0.671,0.237,0.9769,JessF,5,False,06/12/2022,Best water bottle!,"[This review was collected as part of a promotion.] I received this water bottle from the Stellar Product Testing Panel and I am thrilled with it!  This water bottle is my first Stanley tumbler to use and I have nothing but great things to say about it!
I love the matte finish of this water bottle.  It is easy to grip, easy to clean and looks great while out and about.  The matte finish helps keep the bottle in place and doesn't slide easily on smooth surfaces.  The added rubber grip on the handle is another great feature that I can appreciate.  It makes it easier to grip the water bottle securely and carry with ease.  
The lid allows several different options for drinking depending on your favorite style.   You have the option of using the...",0,0
213,0.03,0.908,0.062,0.702,TheStan,4,False,07/12/2022,My new favorite water bottle!,"[This review was collected as part of a promotion.] I received this water bottle from the Stellar Product Testing Panel and was very excited to test it out.  Starting off, I LOVE the feel of it - the matte finish is very soft and smooth.  It holds 40 oz of liquid which is so convenient to not have to refill it as often as smaller bottles.  It also keeps beverages cold for hours.  Even as I sit here and write my review, about half of the ice I put into it 8.5 hours ago is still there - ice will outlast your beverages with this one!  The handle is high enough that it cleared my car's cup holder that it has to sit down into.  One small criticism is that it can be a bit awkward to drink from without the straw, factoring in how it can be heavy w...",0,0
214,0.0,0.919,0.081,0.8727,Abby,5,False,04/12/2022,Awesome tumbler!,"[This review was collected as part of a promotion.] This is an amazing tumbler!  I use it every day as my water bottle.  It looks amazing and the color is perfect, I've gotten so many compliments on it from coworkers.  The matte finish and soft touch make it both aesthetically pleasing, and soft to the touch.  While it's a bit on the heavy side, it keeps my drinks cold literally all day long.  I am a teacher and I fill it up with ice water when leaving the house in the morning, and even if I refill it at work - it's still cold at the end of the day.  I don't typically have an option to get ice at work, but this tumbler holds the ice all day!   It fits in the cup holder in my car, which is also a game changer.  The option to use a straw, or ...",0,0
215,0.068,0.898,0.034,-0.1261,Kelsey,2,False,01/03/2023,Overly Hyped,"Stupid expensive, super heavy (with liquid inside), and the bottom has already started chipping after only a few weeks of owning the brand new cup. Plus, all of the colors were sold out except for the maroon red, so I paid too much for a cup I really didn't want, for it to already start chipping & having a hard time hauling it around due to the weight. But, can see why it's so trendy!",0,0
216,0.059,0.672,0.269,0.9612,BrittanyA,2,False,21/02/2023,Do not buy in matte finish,"Ok. Love the cup. Keeps drinks cold. Great size. Problem is the soft matte finish. It feels great, looks great, not practical or durable. It would be perfect for a college influencer who only uses it for photos and inside the house. For a mom who uses it on the go, pick the normal finish. This chips and looks old and worn down within a few uses.",0,0
217,0.0,0.705,0.295,0.9606,LisaA,5,False,01/07/2023,Voice of a Collector,I love the matte design and the color. So happy that I can get my Quenchers personalized. I collect them and have bought a so many that are not personalized. I have been using Stanley over 40 years and love them. The quality is great and their products are durable and worth the price.,0,0
218,0.044,0.887,0.07,0.4005,TinaW,5,False,01/04/2023,Absolutely Love It,I absolutely love my Stanley Tumbler 🧡 I have about 4 of them now and they are a must have. They do keep your water and ice very cold for 3 days or longer. I get crushed ice in mine and it will last about 5 days in the refrigerator. I can't go without mine. This soft matte is so soft and keeps your water just as cold.,0,0
219,0.0,0.927,0.073,0.5859,Vanessa,3,False,15/02/2023,Blemished,I was beyond excited to receive my Stanley that I waited so long for. After a couple days of using it I noticed a blemish😩 the coat seems to have chipped off in one spot for the prices they shouldn't have that issue. My yetis don't get blemish that take the coating off that easily. The cup has never dropped or bumped I just noticed it while using it,0,0
220,0.065,0.755,0.18,0.902,MaeganB,3,False,10/04/2023,Poor insulation,"I ordered my Stanley cup and aesthetically it is great and I really like the handle part of it, also how it fits into pretty much every cup holder. The only downfall is the insulation is not as great as I expected it to be. Just to add I always hand wash the cup.. Ice melts quickly in this cup with water, compared to many other stainless steal insulated cups that I have. Probably won't be buying another because of the cost and poor insulation",0,0
221,0.0,0.907,0.093,0.6542,Marge,3,False,01/11/2022,Dune- incorrect color match,I got the Dune color and the body itself is such a pretty color (light taupe) but the handle is more pink than taupe. So it just looks off- like they couldn't color match correctly bc of the different materials the matte body is vs the handle. Just writing this review to give others a heads up,0,0
222,0.111,0.663,0.225,0.8691,ChristinaS,2,False,15/03/2023,Great cup but this soft matte coating sucks,"I am not a fan of this cup. It works great functionally but the soft matte coating tears away in small pieces easily and leaves unsightly metal shining through. Mine got scuffed on the very first day and now I work very hard to ensure it doesn't get worse, which is silly to stress over. It's soft and nice feeling but doesn't last long. 
The regular coating is way more durable.",0,0
223,0.041,0.894,0.065,0.1129,SarahC,3,False,10/12/2022,Great container. Matte finish isn't durable- starts to wear off,"Functionally, love the quencher- the straw, it's large, the handle, fits in a car drink holder, keeps water cold. It looks so nice as well. I got the soft matte 40oz in Stormy Sea. The only thing I am bummed about is that the Matte finish started to get dings in it right away and with just everyday use. At the bottom of the cup the matte material is breaking off and you see the metal underneath. Right now it's just small dings but I imagine this will get worse with use. I've had the cup a month or so.",0,0
224,0.014,0.883,0.103,0.9228,MyGoToTumbler,5,False,04/12/2022,My Go-To Tumbler,"[This review was collected as part of a promotion.] I am a mom of two and always on the go. From school drop offs, to running my own small business, and trying to keep up with exercise, I need a tumbler that can fit all my needs and activities. This 40oz soft touch quencher tumbler is just that and more. Water is my drink of choice and I ALWAYS have some with me. This tumbler checks several of my boxes when looking for a cup/tumbler. It keeps my iced drinks cold for two days, it's dishwasher safe, which is a big plus (Who has time for hand washing?), Its easy to drink from. The lid has a rotating cover with three drinking positions. My favorite feature of all, IT FITS IN ALL OF MY CUP HOLDERS!! It fits in the stroller and in the car! With m...",0,0
225,0.151,0.76,0.088,-0.6746,ElissaG,1,False,11/07/2023,Silicone rips with 2 uses,I used this cup 2 times and after hand washing it I left it on the dry rack with other pots and when I picked it up the silicone coating peeled off. I saw some reviews mentioning this but many that had no problems so I figured I would try it out and hand wash.. nope it peeled within 7 days of arriving to my house. Very disappointed.,0,0
226,0.0,0.781,0.219,0.9741,TessahC,5,False,01/02/2023,Overall very happy with purchase.,"It took me weeks to decide to buy this, and my husband finally did just so I would drink more water. He's right! I don't put anything out water in it and I love it. The only issue is that the bottom matte coating likes to scratch off if you put it in certain cup holders so I'm looking for a silicone sleeve to fit the bottom. I love the color and the feel and I drink more water than before. Overall Im happy and actually looking to buy my husband one as well once they're restocked in the color he'd like!",0,0
227,0.062,0.891,0.047,-0.0798,CrystalG,1,False,13/02/2023,Matte Paint Chips off,"I bought two of these Soft Matte Stanley's and on the first day of use the paint chipped off with just regular use. They do not even look decent to continue using. This happened to both of the cups, since one I bought for my husband and the other for myself. I do not recommend buying any of the Soft Matte cups, after waiting forever for them to become available, to have them already chipping on the first day of use was a great disappointment.",0,0
228,0.0,0.89,0.11,0.6988,CrystalF,5,False,23/02/2023,Love It So Far & Great Color,"I got the new Shale color (no filter or enhancements on my photo). This is my first Stanley Quencher, and I love it like I knew I would! The color is definitely more blue than it appears on the website. I haven't had any issues with coating/color chipping, but this is just day one. It's smooth/silky to touch and feels high quality. 5 stars!",0,0
229,0.0,0.676,0.324,0.9719,JessiJ,3,False,28/05/2023,Bummed over this Beauty…,"LOVE ME SOME STANLEY!! 
However this soft matte edition was a gift to a friend for her first Mother's Day. She was thrilled and loves it!! However, it hasn't held up to the stan-standards, chipping and bubbling after washing, normal hand washing.  Bummed this happened as I am a repeat customer and rave about your products.",0,0
230,0.0,0.779,0.221,0.9169,lillianh,4,False,27/02/2023,It is chipping 😔,"The water bottle is very nice and keeps my ice cold for a long time period. I also love how much water it holds. However, the silicone cover is chipping at the bottom and it makes it look really cheap. I love the color, but I wish I had not purchased the soft matte because it chips too easily.",0,0
231,0.032,0.849,0.119,0.8573,AndrewL,2,False,14/03/2023,Great cup horrible finishing.,The Cup itself is great to keep things cold or hot for a long time which I like and the fact that it fits in the cup holder of almost any car is fantastic. But the finish on mine has started to chip away and peel off and I haven't even been using it for 5 days it has only been hand washed lightly and there is so much tipping on it which makes me worry about the Integrity of the rest of the cup. Maybe just buy one without a finish and the raw metal and it would be a five star for me. But the chipping after 4 or 5 days seems extremely cheap.,0,0
232,0.0,0.756,0.244,0.9586,Ktice,5,False,02/12/2022,Love!,"[This review was collected as part of a promotion.] Absolutely love this tumbler. The size is great. It fits in most cup holders, and you don't have to refill all day long. It keeps your drink cold for days. I really appreciate the improved seals on the lid, too. 
The color and matte finish is really nice. I have already bought more for gifts.",0,0
233,0.268,0.563,0.169,-0.3167,Bennywafer,2,False,02/10/2023,handle broke,"my handle broke off after three months, i loved it up until this point. i'm very disappointed",0,0
234,0.0,0.752,0.248,0.4522,NicoleH,5,False,29/07/2023,Overhype,"Very durable, I just wish the ice would stay a litter longer",0,0
235,0.0,0.826,0.174,0.4111,JeseniaM,2,False,12/09/2023,Staring to peel,I absolutely love my cup but now its starting to peel im so bummed out,0,0
236,0.0,0.678,0.322,0.6458,LatonyaH,5,False,31/07/2023,Husband loves his new Stanley!,Speedy delivery! High quality! My husband is enjoying his cup!❤️,0,0
237,0.0,1.0,0.0,0.0,AlyssaC,1,False,25/08/2023,Disappointed,Matte coating is peeling off after a few months of having it,0,0
238,0.0,0.466,0.534,0.6792,ChrisC,5,False,16/09/2023,Zero buyer's remorse!,Outstanding quality!  Performance beyond expectations!,0,0
239,0.0,1.0,0.0,0.0,TessaK,2,False,23/07/2023,Avoid the matte,Matte coating is peeling off already and I've had my Stanley cup 3 months.,0,0
240,0.0,0.676,0.324,0.5905,MichaelK,1,False,27/08/2023,"I like it,  but…",Chipped within the first week!  But I still like it!,0,0
241,0.0,0.466,0.534,0.9274,ElyssaG,5,False,13/10/2023,Love,Love love love. The soft matte is a must. This thing goes with me everywhere.,0,0
242,0.303,0.528,0.168,-0.4659,Kelleym,2,False,11/08/2023,Don't recommend this material,"Cup itself is great, but the paint chips very badly",0,0
243,0.0,0.548,0.452,0.765,Klaleigh,4,False,04/08/2023,Great cup,Love the color and feel however the matte chips easily.,0,0
244,0.0,0.874,0.126,0.3182,sue,5,True,21/02/2024,Love the handle and how it keeps ice frozen,Never have to refill with ice we do a lot of bike riding and it sure is handy,0,0
245,0.18,0.581,0.238,0.25,jayloveyou2,4,True,03/01/2024,It's a Stanley!,Overall tumbler is great however the seller gave me the wrong straw.,0,0
246,0.268,0.732,0.0,-0.296,Sissy,2,True,10/01/2024,Stanley Adventure THE QUENCHER H.20 FLOWSTATE TUMB,Did not receive proper order. No straw.,0,0
247,0.0,0.615,0.385,0.3612,Jeremy,5,True,14/02/2024,its a cup!,works like a cup should work,0,0
248,0.0,0.656,0.344,0.6369,Julie,5,True,10/03/2024,Love Dawn Sure Adds smiles to my families' faces.,Love this Dish Soap. My Whole Family Uses It.,0,0
